title T3s C3s A3s G3s CAI CBI Fop Nc GC3s GC L_sym L_aa Gravy Aromo 
NM_003132.3 0.1111 0.6368 0.0625 0.4810 0.069 -0.068 0.359 33.65 0.862 0.619 290 302 -0.202318 0.092715 
NM_005381.3 0.4219 0.2515 0.4000 0.2532 0.134 0.025 0.420 53.79 0.377 0.467 700 710 -1.126338 0.050704 
NM_024604.3 0.4517 0.1723 0.4932 0.2113 0.139 0.011 0.416 48.72 0.281 0.375 652 665 -0.804511 0.073684 
NM_007166.4 0.4267 0.2124 0.3872 0.1949 0.107 0.001 0.395 48.00 0.327 0.423 626 652 -0.228374 0.069018 
NM_152988.3 0.1054 0.5328 0.0808 0.4760 0.049 -0.087 0.311 37.73 0.841 0.648 566 592 0.293750 0.101351 
NM_006311.4 0.3776 0.2433 0.3549 0.2675 0.100 0.037 0.412 53.55 0.404 0.484 2386 2440 -0.922869 0.044672 
NM_203290.4 0.3559 0.3132 0.2109 0.3924 0.093 -0.018 0.388 54.49 0.540 0.517 335 346 -0.280347 0.072254 
NM_002484.4 0.2283 0.4213 0.2460 0.3767 0.080 -0.029 0.387 52.92 0.616 0.540 310 320 -0.160937 0.050000 
NM_015891.3 0.4543 0.1918 0.3986 0.2570 0.117 -0.017 0.397 50.36 0.336 0.421 551 579 -0.553886 0.100173 
NM_012341.3 0.3739 0.2564 0.2621 0.4276 0.115 0.056 0.437 53.42 0.507 0.458 609 634 -0.751420 0.061514 
NM_032786.3 0.3085 0.3664 0.2254 0.3024 0.083 -0.002 0.366 49.27 0.552 0.579 424 434 -0.495853 0.048387 
NM_014306.5 0.3716 0.3117 0.2627 0.3141 0.116 0.050 0.426 54.44 0.486 0.493 481 505 -0.229307 0.065347 
NM_004514.4 0.1573 0.4521 0.1744 0.4030 0.056 -0.036 0.353 45.74 0.715 0.627 649 660 -0.361061 0.043939 
NM_006927.4 0.1246 0.5744 0.0649 0.5091 0.082 0.025 0.407 35.81 0.845 0.609 329 350 -0.304572 0.131429 
NM_002789.6 0.4468 0.2074 0.4244 0.2263 0.115 0.011 0.411 54.69 0.324 0.401 253 261 -0.458621 0.076628 
NM_024662.3 0.3061 0.3513 0.2130 0.4027 0.084 0.013 0.397 53.03 0.584 0.509 994 1025 -0.235122 0.073171 
NM_031902.5 0.3182 0.3121 0.2882 0.3302 0.095 0.041 0.409 55.33 0.506 0.502 411 430 -0.562326 0.062791 
NM_020137.5 0.2128 0.3635 0.2102 0.5063 0.058 -0.074 0.335 46.49 0.676 0.566 817 841 -0.946254 0.024970 
NM_006825.4 0.1273 0.5114 0.1131 0.5100 0.054 -0.066 0.337 39.96 0.808 0.623 594 602 -0.702658 0.031561 
NM_024706.5 0.1386 0.5069 0.1164 0.4718 0.049 -0.086 0.308 36.80 0.793 0.672 608 619 -0.707431 0.061389 
NM_031307.4 0.4039 0.2646 0.3768 0.2683 0.100 -0.005 0.406 53.15 0.397 0.444 461 481 -0.599792 0.091476 
NM_004724.4 0.3769 0.2513 0.3570 0.3030 0.115 0.042 0.426 54.88 0.421 0.426 751 779 -0.262645 0.068036 
NM_173547.4 0.1034 0.5361 0.1090 0.4790 0.040 -0.140 0.267 37.66 0.826 0.676 505 517 -0.360348 0.059961 
NM_139246.5 0.3593 0.3342 0.3492 0.2689 0.114 -0.005 0.399 54.92 0.454 0.462 504 516 -0.439922 0.094961 
NM_014983.3 0.2795 0.3875 0.2063 0.3620 0.081 -0.005 0.388 50.69 0.601 0.543 1264 1292 -0.303096 0.055728 
NM_018246.3 0.3525 0.3022 0.4056 0.3383 0.120 -0.074 0.392 59.94 0.448 0.410 194 208 -0.905769 0.076923 
NM_016111.4 0.1259 0.4627 0.0860 0.5102 0.039 -0.098 0.284 38.96 0.820 0.659 811 837 0.019474 0.054958 
NM_004546.3 0.3721 0.3605 0.2000 0.2778 0.085 0.050 0.398 51.16 0.520 0.565  98 105 -0.470476 0.152381 
NM_003642.4 0.4540 0.2095 0.4358 0.2391 0.139 0.071 0.455 49.01 0.327 0.390 404 419 -0.447971 0.133652 
NM_007277.5 0.1856 0.4595 0.1632 0.4842 0.081 0.022 0.414 47.69 0.723 0.548 712 745 -0.366980 0.065772 
NM_015299.3 0.2253 0.3780 0.1899 0.4382 0.056 -0.028 0.345 47.26 0.658 0.606 653 678 -0.564602 0.070796 
NM_033200.3 0.1134 0.5000 0.0928 0.4642 0.046 -0.028 0.329 36.66 0.822 0.657 669 707 0.088260 0.118812 
NM_152274.5 0.2040 0.4925 0.0984 0.4671 0.077 0.034 0.411 45.11 0.750 0.591 236 248 -0.070161 0.108871 
NM_017615.3 0.3115 0.3115 0.3344 0.3047 0.087 0.012 0.395 55.00 0.480 0.503 375 385 -0.803377 0.067532 
NM_030920.5 0.4540 0.1839 0.4328 0.3438 0.095 -0.091 0.360 54.47 0.371 0.425 264 268 -1.176493 0.041045 
NM_016205.3 0.3701 0.2527 0.3876 0.2551 0.107 0.078 0.442 51.62 0.395 0.448 337 345 -0.299710 0.086957 
NM_005895.4 0.1700 0.4185 0.1577 0.5254 0.051 -0.087 0.324 47.30 0.743 0.593 1456 1498 -0.834780 0.019359 
NM_000116.5 0.1718 0.4978 0.1675 0.4410 0.079 0.050 0.421 47.31 0.729 0.568 273 292 -0.227055 0.102740 
NM_031298.4 0.0600 0.5800 0.1047 0.4074 0.045 -0.063 0.311 39.12 0.858 0.633 106 110 0.731818 0.154545 
NM_000687.4 0.1994 0.5484 0.0662 0.4702 0.100 0.059 0.441 38.83 0.783 0.586 410 432 -0.102083 0.074074 
NM_003345.5 0.1949 0.3559 0.4153 0.3303 0.100 -0.001 0.393 52.96 0.520 0.492 150 158 -0.532912 0.101266 
NM_013392.4 0.2953 0.3350 0.2618 0.3914 0.098 0.058 0.438 52.63 0.558 0.505 520 535 -0.395327 0.059813 
NM_003442.6 0.3706 0.2392 0.4118 0.2446 0.102 0.001 0.415 52.65 0.375 0.464 627 638 -0.509875 0.050157 
NM_015704.3 0.1972 0.4577 0.1880 0.3790 0.066 0.040 0.406 43.95 0.679 0.569 165 168 -0.106547 0.095238 
NM_007370.7 0.2794 0.3603 0.2748 0.3547 0.102 0.053 0.435 57.18 0.550 0.477 329 340 -0.131471 0.067647 
NM_012405.4 0.2448 0.3610 0.1810 0.4279 0.048 -0.089 0.315 49.97 0.641 0.549 270 284 0.339789 0.147887 
NM_013283.5 0.4179 0.2239 0.3669 0.2597 0.111 0.032 0.415 52.35 0.372 0.451 323 334 -0.343413 0.077844 
NM_005273.4 0.1497 0.5782 0.1046 0.3836 0.094 0.073 0.433 40.72 0.786 0.611 323 340 -0.177059 0.082353 
NM_138795.4 0.1691 0.5221 0.1618 0.4833 0.098 0.089 0.466 47.01 0.741 0.532 174 186 -0.250000 0.086022 
NM_017727.5 0.2044 0.4383 0.1529 0.4351 0.060 -0.003 0.362 46.02 0.706 0.580 660 689 -0.139332 0.084180 
NM_004111.6 0.2794 0.4228 0.1429 0.4618 0.079 -0.012 0.386 41.82 0.674 0.558 368 380 -0.526842 0.063158 
NM_006693.4 0.1863 0.5049 0.1771 0.4615 0.084 0.041 0.425 49.77 0.722 0.568 259 269 -0.572491 0.085502 
NM_198841.4 0.1060 0.4516 0.1848 0.4039 0.051 -0.008 0.335 45.97 0.744 0.643 242 256 -0.478125 0.058594 
NM_001260.3 0.3883 0.2570 0.4048 0.2597 0.115 0.007 0.407 53.07 0.387 0.438 445 464 -0.705819 0.092672 
NM_006742.3 0.2087 0.4667 0.1284 0.4241 0.071 -0.013 0.373 43.16 0.720 0.594 410 424 -0.513915 0.075472 
NM_018473.4 0.2883 0.2342 0.4336 0.2500 0.076 -0.057 0.368 55.64 0.391 0.448 133 140 0.027857 0.021429 
NM_020919.4 0.3798 0.2509 0.3233 0.2861 0.093 0.021 0.398 53.14 0.426 0.471 1600 1657 -0.284369 0.086301 
NM_022480.4 0.1378 0.5699 0.0704 0.4693 0.072 -0.033 0.368 38.04 0.829 0.617 560 589 -0.194397 0.086587 
NM_006476.5 0.4074 0.2963 0.1412 0.3846 0.105 0.035 0.424 55.13 0.545 0.498  99 103 0.242718 0.106796 
NM_005783.4 0.4025 0.2327 0.4578 0.2722 0.133 0.039 0.436 50.38 0.364 0.395 220 226 -0.815487 0.084071 
NM_013388.6 0.2471 0.4041 0.1672 0.4025 0.064 -0.021 0.356 49.62 0.656 0.588 410 417 -0.092086 0.071942 
NM_006541.5 0.4125 0.2250 0.3858 0.2648 0.087 -0.042 0.368 53.77 0.375 0.443 323 335 -0.256716 0.080597 
NM_152356.4 0.4667 0.2394 0.4441 0.2153 0.140 0.077 0.460 49.74 0.328 0.410 430 437 -1.100687 0.102975 
NM_005796.3 0.2812 0.4688 0.2235 0.3836 0.123 0.060 0.462 52.24 0.613 0.491 119 127 -0.200787 0.110236 
NM_138476.4 0.3099 0.3169 0.2313 0.4048 0.068 -0.052 0.357 56.74 0.561 0.515 171 176 -0.342614 0.102273 
NM_015004.4 0.3008 0.3347 0.1894 0.4299 0.087 -0.013 0.393 56.01 0.600 0.525 285 291 -0.059107 0.054983 
NM_001256.6 0.4160 0.2234 0.4634 0.1675 0.123 0.030 0.418 49.61 0.302 0.398 804 824 -0.392354 0.082524 
NM_004776.4 0.3063 0.3812 0.2595 0.3347 0.081 0.016 0.400 55.91 0.551 0.495 370 388 -0.342784 0.136598 
NM_024098.4 0.1600 0.3360 0.2091 0.4969 0.042 -0.058 0.315 49.17 0.693 0.630 355 360 -1.378889 0.022222 
NM_001239.4 0.3862 0.2724 0.3502 0.2960 0.100 0.012 0.402 59.40 0.428 0.425 311 323 -0.378947 0.095975 
NM_144772.3 0.2128 0.4383 0.1549 0.4198 0.059 -0.039 0.354 47.36 0.693 0.584 277 288 -0.096875 0.093750 
NM_020395.4 0.4435 0.2147 0.3801 0.1763 0.127 0.077 0.434 54.14 0.318 0.435 449 462 -0.597403 0.025974 
NM_017907.3 0.2481 0.4651 0.1085 0.4180 0.067 -0.053 0.344 47.49 0.707 0.588 157 161 -0.471429 0.055901 
NM_014117.3 0.3005 0.3615 0.2648 0.3221 0.083 0.003 0.387 55.35 0.541 0.539 266 275 -0.776000 0.054545 
NM_012208.4 0.3481 0.2857 0.2298 0.4142 0.083 -0.024 0.380 51.58 0.538 0.503 487 506 -0.164427 0.075099 
NM_001363.5 0.3707 0.2507 0.2607 0.3913 0.106 0.066 0.442 52.47 0.498 0.480 496 514 -0.482879 0.048638 
NM_032477.3 0.0561 0.6542 0.0648 0.4667 0.054 0.001 0.371 32.24 0.902 0.657 132 137 -0.400000 0.124088 
NM_173562.5 0.4320 0.2959 0.3098 0.2564 0.113 0.015 0.412 56.64 0.417 0.454 408 419 -0.560621 0.083532 
NM_032906.5 0.1868 0.2857 0.2292 0.5111 0.039 -0.060 0.315 53.89 0.649 0.594 111 114 -0.552632 0.035088 
NM_000255.4 0.4733 0.1738 0.4007 0.2049 0.112 0.059 0.433 48.51 0.292 0.428 719 750 -0.259733 0.072000 
NM_004782.4 0.2041 0.4745 0.2388 0.3594 0.092 0.049 0.416 51.59 0.648 0.553 250 258 -0.947674 0.046512 
NM_018343.3 0.4576 0.1961 0.4494 0.2100 0.136 0.018 0.417 50.53 0.303 0.397 532 552 -0.697826 0.085145 
NM_006761.5 0.3690 0.2513 0.3690 0.3333 0.105 0.030 0.420 58.04 0.432 0.451 243 255 -0.540000 0.074510 
NM_152833.3 0.0560 0.6080 0.0204 0.4894 0.045 0.008 0.359 32.20 0.931 0.659 131 139 0.632374 0.143885 
NM_025161.6 0.1526 0.4974 0.1011 0.4302 0.051 -0.066 0.316 39.05 0.782 0.656 862 881 0.047446 0.043133 
NM_031488.5 0.2153 0.4653 0.1794 0.4113 0.095 0.037 0.417 46.62 0.684 0.563 671 705 -0.452624 0.090780 
NM_005482.3 0.4857 0.2000 0.3656 0.2235 0.105 -0.039 0.384 50.84 0.320 0.406 375 395 -0.216962 0.106329 
NM_015534.6 0.4718 0.1751 0.4321 0.2181 0.127 0.032 0.423 49.14 0.297 0.412 885 903 -0.943411 0.054264 
NM_006267.5 0.4856 0.1616 0.4439 0.2000 0.116 -0.027 0.389 47.58 0.275 0.401 3135 3224 -0.595844 0.083437 
NM_004489.5 0.2851 0.3640 0.2537 0.3623 0.069 0.025 0.385 54.05 0.574 0.561 312 327 -0.881957 0.058104 
NM_024067.4 0.1667 0.4709 0.1182 0.4783 0.059 -0.009 0.369 46.47 0.761 0.582 436 449 0.126503 0.069042 
NM_032345.3 0.2263 0.3358 0.2606 0.4108 0.066 -0.040 0.347 50.36 0.604 0.567 202 204 -1.115686 0.034314 
NM_014570.5 0.3775 0.2800 0.3452 0.2667 0.106 -0.007 0.395 56.67 0.425 0.457 499 516 -0.683140 0.077519 
NM_175748.4 0.4006 0.3141 0.3311 0.3080 0.111 -0.043 0.386 53.01 0.454 0.457 412 425 -0.637177 0.080000 
NM_022903.4 0.2622 0.3378 0.2339 0.3285 0.068 -0.026 0.327 49.01 0.572 0.593 456 467 -0.561456 0.027837 
NM_016199.3 0.0649 0.6234 0.1013 0.5493 0.076 0.033 0.430 38.27 0.870 0.595 100 103 -0.436893 0.058252 
NM_018838.5 0.4091 0.2818 0.3465 0.2474 0.112 -0.023 0.400 61.00 0.407 0.453 135 145 -0.851034 0.144828 
NM_033540.3 0.4395 0.1904 0.4150 0.2490 0.111 -0.026 0.393 50.67 0.330 0.402 715 741 -0.271390 0.074224 
NM_020362.5 0.3136 0.3964 0.2434 0.3429 0.076 -0.090 0.346 47.07 0.561 0.520 205 211 -0.747867 0.090047 
NM_001969.5 0.4448 0.2792 0.3676 0.2610 0.148 0.057 0.457 54.21 0.390 0.422 418 431 -0.802088 0.060325 
NM_173473.4 0.3647 0.2941 0.3152 0.2308 0.102 0.104 0.434 51.04 0.434 0.512 106 110 -0.228182 0.081818 
NM_003492.3 0.1733 0.4844 0.0695 0.4486 0.052 -0.066 0.311 41.53 0.787 0.639 244 261 0.463985 0.149425 
NM_003846.3 0.3303 0.3122 0.2417 0.2871 0.062 0.022 0.351 51.13 0.506 0.551 251 259 0.064479 0.065637 
NM_032014.3 0.1655 0.4460 0.1520 0.4634 0.074 0.065 0.410 50.71 0.739 0.601 161 167 -0.158683 0.107784 
NM_016360.4 0.2700 0.4008 0.2146 0.3716 0.095 0.068 0.424 50.40 0.607 0.549 290 297 -0.413805 0.037037 
NM_001545.3 0.2112 0.3975 0.2346 0.4161 0.068 -0.018 0.374 55.98 0.636 0.542 198 206 -0.777670 0.053398 
NM_138431.3 0.1386 0.3967 0.0680 0.5057 0.036 -0.048 0.276 41.07 0.812 0.681 398 412 0.781553 0.067961 
NM_177966.7 0.3046 0.3828 0.1880 0.3685 0.083 0.019 0.397 54.55 0.597 0.547 595 609 -0.237603 0.087028 
NM_006020.3 0.2932 0.3941 0.2727 0.3029 0.086 -0.009 0.376 56.01 0.548 0.525 372 389 -0.442159 0.102828 
NM_016030.6 0.1453 0.5111 0.1592 0.4153 0.055 -0.065 0.327 45.74 0.750 0.621 709 735 -0.375782 0.068027 
NM_032758.4 0.4045 0.3596 0.2027 0.3881 0.129 0.051 0.450 49.69 0.532 0.485 109 110 -0.439091 0.090909 
NM_013284.4 0.1646 0.4709 0.1580 0.4131 0.049 -0.046 0.330 44.87 0.731 0.637 479 494 -0.389069 0.068826 
NM_007111.5 0.2031 0.4656 0.2236 0.3938 0.102 0.073 0.449 51.77 0.662 0.535 399 410 -0.553902 0.056098 
NM_018150.4 0.2816 0.4080 0.2071 0.3679 0.095 0.020 0.396 51.36 0.608 0.555 548 566 -0.685866 0.063604 
NM_001938.3 0.4194 0.2742 0.3958 0.2180 0.165 0.124 0.477 50.82 0.366 0.439 172 176 -0.553977 0.028409 
NM_015099.4 0.2579 0.4063 0.1920 0.3465 0.069 0.017 0.373 48.26 0.621 0.592 1162 1202 -0.406572 0.066556 
NM_001287.6 0.1080 0.5095 0.0824 0.5227 0.061 0.005 0.384 37.91 0.838 0.618 773 805 0.238509 0.098137 
NM_022497.5 0.1653 0.4793 0.1641 0.5417 0.077 -0.078 0.366 44.08 0.750 0.538 164 173 -0.586127 0.092486 
NM_002355.4 0.2883 0.3333 0.3085 0.3490 0.083 -0.062 0.356 53.13 0.528 0.498 267 277 -0.190614 0.097473 
NM_018085.5 0.3155 0.3579 0.2611 0.3262 0.085 -0.047 0.372 55.04 0.533 0.509 994 1041 0.013737 0.076849 
NM_015703.5 0.1787 0.4251 0.1379 0.5156 0.060 -0.018 0.366 45.44 0.747 0.604 273 280 -0.748929 0.082143 
NM_152727.6 0.1682 0.5359 0.1260 0.4676 0.088 0.038 0.427 42.52 0.766 0.568 529 548 -0.213686 0.102190 
NM_175852.4 0.2023 0.3960 0.2181 0.4879 0.059 -0.061 0.351 48.56 0.677 0.573 533 546 -1.232418 0.027473 
NM_002076.4 0.3124 0.3384 0.2680 0.3370 0.102 0.074 0.432 55.48 0.530 0.489 528 552 -0.286051 0.106884 
NM_006556.4 0.1837 0.4354 0.1533 0.5000 0.059 -0.010 0.378 47.56 0.730 0.592 185 192 -0.431250 0.098958 
NM_033082.4 0.4113 0.1560 0.3770 0.3333 0.111 0.055 0.435 55.11 0.386 0.446 207 210 -0.911905 0.028571 
NM_022761.3 0.3419 0.3846 0.3889 0.2247 0.099 -0.070 0.364 52.16 0.464 0.453 140 150 -0.964667 0.153333 
NM_021975.4 0.2162 0.4738 0.1617 0.3705 0.067 -0.036 0.354 43.76 0.685 0.611 540 551 -0.463521 0.065336 
NM_024580.6 0.3758 0.2641 0.3909 0.2481 0.111 0.053 0.436 54.01 0.390 0.447 1077 1120 -0.356339 0.065179 
NM_012308.3 0.2920 0.3872 0.2417 0.3496 0.077 -0.023 0.376 53.95 0.573 0.523 1110 1162 -0.573666 0.067126 
NM_004446.3 0.4500 0.2124 0.3960 0.2417 0.127 0.043 0.435 51.17 0.341 0.422 1456 1512 -0.516931 0.082672 
NM_004599.4 0.2124 0.4507 0.1672 0.3763 0.067 -0.010 0.368 46.33 0.681 0.592 1104 1141 -0.152585 0.052585 
NM_144684.4 0.4657 0.2279 0.4370 0.2241 0.111 -0.023 0.399 46.04 0.326 0.398 524 535 -0.818692 0.087850 
NM_003100.4 0.4244 0.2016 0.4372 0.2134 0.132 0.053 0.432 50.83 0.318 0.421 500 519 -0.534682 0.069364 
NM_018982.5 0.3282 0.3243 0.3543 0.2150 0.111 0.023 0.412 53.75 0.436 0.459 291 306 0.206863 0.130719 
NM_032848.3 0.1948 0.4199 0.1826 0.3436 0.069 0.050 0.378 50.94 0.668 0.631 262 269 -0.793680 0.044610 
NM_016618.3 0.3372 0.2965 0.4518 0.2926 0.152 0.098 0.478 48.40 0.419 0.413 253 259 -1.444402 0.073359 
NM_015169.4 0.1063 0.4449 0.1178 0.5682 0.037 -0.119 0.281 40.55 0.818 0.646 352 365 -1.138904 0.038356 
NM_018064.4 0.2704 0.2767 0.3675 0.3106 0.079 0.025 0.384 54.78 0.475 0.514 198 203 -0.526108 0.073892 
NM_032271.3 0.1133 0.6106 0.0848 0.4565 0.082 0.043 0.431 37.22 0.840 0.603 648 670 -0.240000 0.073134 
NM_024313.3 0.1290 0.4323 0.1848 0.5000 0.054 -0.024 0.351 49.06 0.744 0.609 211 213 -1.397183 0.023474 
NM_018975.4 0.2271 0.3864 0.1931 0.4756 0.070 -0.074 0.344 52.28 0.668 0.578 389 399 -0.763409 0.055138 
NM_014730.4 0.2051 0.4103 0.2035 0.4481 0.063 -0.061 0.354 52.40 0.670 0.563 285 292 -0.155822 0.089041 
NM_015462.5 0.4043 0.1986 0.4356 0.2446 0.101 -0.013 0.399 52.69 0.336 0.399 699 719 -0.108762 0.079277 
NM_030650.3 0.4478 0.1343 0.4655 0.1890 0.127 0.097 0.444 45.78 0.255 0.417 419 428 -0.523832 0.074766 
NM_013248.3 0.2432 0.4865 0.2020 0.3368 0.123 0.041 0.436 52.72 0.647 0.529 133 140 -0.200714 0.121429 
NM_022482.5 0.2758 0.4053 0.2170 0.4200 0.091 0.008 0.407 53.18 0.624 0.528 696 711 -0.786217 0.066104 
NM_016045.3 0.3624 0.1879 0.4610 0.2042 0.089 -0.019 0.396 46.69 0.313 0.428 182 194 -0.252577 0.056701 
NM_014168.4 0.3913 0.1863 0.5034 0.2370 0.110 -0.006 0.410 51.40 0.310 0.383 200 209 -0.195215 0.081340 
NM_001253.4 0.4202 0.2039 0.4248 0.2418 0.125 0.072 0.434 51.09 0.340 0.429 774 802 -0.959601 0.049875 
NM_014999.4 0.3239 0.2386 0.3851 0.3375 0.082 -0.037 0.377 59.66 0.436 0.467 220 225 -0.377333 0.066667 
NM_003021.4 0.1208 0.5792 0.1203 0.4670 0.057 -0.073 0.340 42.36 0.809 0.609 303 313 -0.490415 0.060703 
NM_021640.4 0.2000 0.4295 0.1979 0.4058 0.064 0.008 0.374 46.33 0.673 0.599 361 376 -0.414362 0.087766 
NM_014173.4 0.2276 0.4756 0.1484 0.4268 0.074 -0.069 0.354 46.65 0.703 0.578 316 329 -0.462918 0.069909 
NM_005119.4 0.3370 0.3092 0.3408 0.2840 0.100 0.031 0.398 53.39 0.464 0.496 937 955 -1.628168 0.073298 
NM_032859.3 0.4158 0.2186 0.4309 0.1620 0.117 0.043 0.418 49.32 0.302 0.383 318 337 0.159050 0.121662 
NM_000113.3 0.2399 0.4428 0.2146 0.4095 0.088 -0.038 0.380 51.56 0.642 0.500 321 332 -0.025301 0.120482 
NM_014597.5 0.4472 0.1950 0.4266 0.2353 0.134 0.046 0.438 49.73 0.324 0.400 744 756 -1.033333 0.050265 
NM_007255.3 0.1107 0.5904 0.0970 0.4430 0.059 0.028 0.389 39.41 0.831 0.634 314 327 -0.381346 0.116208 
NM_014275.5 0.0940 0.5528 0.1098 0.5285 0.059 -0.012 0.380 37.54 0.838 0.604 531 548 -0.328102 0.109489 
NM_152834.4 0.1892 0.4324 0.2400 0.3804 0.108 0.138 0.477 44.82 0.648 0.502 128 140 0.266429 0.128571 
NM_012088.3 0.1279 0.4840 0.1382 0.4348 0.052 -0.043 0.327 45.03 0.772 0.654 254 258 0.158915 0.058140 
NM_015698.6 0.2326 0.3636 0.2005 0.4259 0.068 -0.012 0.364 52.08 0.643 0.590 462 476 -0.685504 0.042017 
NM_015176.4 0.3150 0.2711 0.3497 0.3058 0.076 0.015 0.385 58.64 0.458 0.494 356 368 -0.625543 0.032609 
NM_018994.3 0.3549 0.3174 0.2775 0.2509 0.087 0.022 0.385 56.49 0.468 0.526 681 717 -0.473361 0.072524 
NM_032840.3 0.2680 0.4061 0.1478 0.4545 0.079 -0.014 0.385 45.23 0.662 0.564 426 442 -0.521719 0.090498 
NM_017595.6 0.1944 0.4583 0.1126 0.5172 0.071 -0.060 0.366 45.53 0.758 0.579 186 191 -0.529320 0.068063 
NM_004284.6 0.3673 0.2788 0.3017 0.3313 0.094 0.010 0.391 54.99 0.471 0.477 873 897 -0.455630 0.076923 
NM_032389.5 0.2720 0.3929 0.1812 0.4081 0.077 -0.034 0.361 52.33 0.635 0.562 501 521 -0.616123 0.065259 
NM_004215.5 0.3716 0.1824 0.5148 0.2201 0.158 0.123 0.480 45.91 0.304 0.407 204 213 -0.797183 0.075117 
NM_014034.3 0.3841 0.2256 0.4690 0.2059 0.113 0.014 0.418 49.05 0.332 0.412 196 204 -0.313235 0.093137 
NM_006767.4 0.1420 0.5207 0.1055 0.5095 0.066 -0.026 0.376 39.96 0.801 0.607 809 840 -0.275952 0.104762 
NM_024627.6 0.2635 0.4020 0.1952 0.3380 0.076 -0.010 0.356 51.23 0.615 0.609 351 364 -0.498901 0.065934 
NM_030877.5 0.2882 0.3621 0.2212 0.4631 0.072 -0.066 0.361 52.97 0.609 0.506 540 563 -0.544760 0.047957 
NM_021821.4 0.3843 0.2025 0.4157 0.2541 0.091 -0.028 0.374 51.58 0.358 0.433 310 323 -0.573684 0.071207 
NM_003450.3 0.2542 0.3525 0.3179 0.3619 0.080 0.029 0.396 51.69 0.551 0.530 396 407 -1.059459 0.049140 
NM_001042697.2 0.2920 0.2743 0.2566 0.3981 0.068 -0.041 0.353 58.06 0.544 0.495 136 140 0.270714 0.064286 
NM_004148.4 0.0472 0.6378 0.0517 0.4906 0.066 0.000 0.386 35.74 0.917 0.632 145 152 0.389474 0.085526 
NM_018339.6 0.3782 0.3193 0.3333 0.2828 0.131 0.046 0.446 61.00 0.446 0.437 148 155 -0.400000 0.109677 
NM_021168.5 0.0560 0.6767 0.0429 0.4688 0.073 0.060 0.424 33.99 0.918 0.631 269 281 -0.261210 0.085409 
NM_023074.4 0.3422 0.3128 0.3737 0.3127 0.105 -0.007 0.404 48.22 0.461 0.465 495 505 -0.909505 0.073267 
NM_012414.4 0.4067 0.2257 0.3875 0.2423 0.107 0.012 0.398 52.49 0.364 0.436 1338 1393 -0.182412 0.077531 
NM_014595.3 0.0909 0.5152 0.1126 0.5347 0.048 -0.033 0.351 39.84 0.835 0.645 194 201 -0.424378 0.084577 
NM_138425.4 0.1939 0.4796 0.0971 0.4545 0.078 -0.001 0.372 45.31 0.760 0.627 121 126 0.092064 0.055556 
NM_022372.6 0.1355 0.6337 0.0609 0.4155 0.092 0.057 0.442 37.34 0.835 0.612 310 326 -0.294479 0.079755 
NM_033114.4 0.4000 0.2452 0.4675 0.2166 0.122 0.003 0.413 54.27 0.338 0.396 213 217 -0.940553 0.078341 
NM_006634.3 0.2111 0.4111 0.1277 0.5116 0.064 -0.079 0.348 44.04 0.723 0.569 112 116 -0.002586 0.043103 
NM_032479.4 0.2558 0.3372 0.2125 0.3974 0.046 -0.075 0.303 53.56 0.606 0.550  99 103 -0.150486 0.087379 
NM_018590.5 0.4534 0.2598 0.3325 0.2661 0.113 0.020 0.416 54.55 0.393 0.434 522 542 -0.419557 0.105166 
NM_004870.4 0.1932 0.4638 0.1608 0.3723 0.063 0.013 0.378 49.74 0.697 0.563 238 247 0.704453 0.085020 
NM_000099.4 0.0984 0.5574 0.1062 0.4455 0.059 -0.076 0.319 35.69 0.830 0.648 141 146 -0.111644 0.068493 
NM_014481.4 0.2364 0.4492 0.1750 0.3688 0.076 -0.006 0.373 48.18 0.661 0.576 502 518 -0.347297 0.075290 
NM_015629.4 0.1319 0.5137 0.1176 0.5237 0.069 -0.038 0.373 37.88 0.801 0.595 482 499 -0.487575 0.056112 
NM_001961.4 0.1124 0.6042 0.0763 0.4908 0.082 0.009 0.407 35.82 0.848 0.608 823 858 -0.209440 0.073427 
NM_014046.4 0.3430 0.3720 0.2079 0.3041 0.099 0.138 0.462 54.27 0.546 0.548 249 258 -0.695736 0.081395 
NM_006701.5 0.1852 0.5926 0.0899 0.4810 0.125 0.087 0.485 39.58 0.785 0.528 130 142 -0.328169 0.126761 
NM_006833.5 0.2346 0.4500 0.1633 0.4260 0.073 -0.024 0.396 49.15 0.677 0.546 313 327 -0.002752 0.079511 
NM_006601.7 0.5455 0.1736 0.5109 0.1705 0.156 -0.038 0.396 44.65 0.242 0.369 149 160 -1.049375 0.100000 
NM_001662.4 0.1884 0.4565 0.1481 0.4841 0.075 0.039 0.424 46.77 0.729 0.561 170 180 -0.204445 0.088889 
NM_015607.4 0.2574 0.2574 0.3472 0.2788 0.051 -0.014 0.312 56.78 0.464 0.565 237 248 -0.708064 0.016129 
NM_032847.3 0.3369 0.2796 0.3368 0.3676 0.098 0.010 0.409 56.72 0.482 0.453 369 380 -0.411579 0.092105 
NM_024699.3 0.4577 0.2090 0.4096 0.2816 0.135 -0.002 0.412 52.20 0.350 0.408 260 268 -0.578731 0.078358 
NM_021074.5 0.3950 0.2200 0.3968 0.2386 0.103 0.079 0.442 52.88 0.358 0.452 240 249 -0.267470 0.076305 
